Time delta,[Camera],[Context]
11.9,"Several people in the mall; one in a white shirt and black backpack, another in white shirt and grey pants.","Salesman: 皆様、こんにちは。ただいまソルビバベーカリータイムセールを行っております。"
4.6,"Several customers walking, some carrying bags. Typical busy mall atmosphere.",no utterance is needed
4.6,"Several customers at the bakery entrance, two in white shirts and beige pants; modern mall design.","Salesman: こんにちは。ただいまタイムセールを行っております。どうもありがとうございました。またのお越しをお待ちしております。"
24.5,"Busy area with customers at the bakery entrance; casual clothing and a 'WELCOME' sign.",no utterance is needed
24.6,"One customer towards camera in brown shirt and black shorts, another away in black jacket and white pants.","Salesman: 皆様、こんにちは。ただいまタイムセールを行っております。ソルビバベーカリーの美味しいパンはいかがですか？"
16.4,"Customers casually dressed near bakery entrance. 'WELCOME' sign visible.",no utterance is needed
16.3,"Customers at bakery entrance, main focus on black shirt and blue shorts.","Salesman: 皆様、こんにちは。ただいまソルビバベーカリーお得なタイムセールを行っております。"
1.1,"Woman in white sleeveless top walking towards baker; bag over shoulder, carrying a shopping bag.",no utterance is needed
1.1,"Person wearing a white shirt, approaching bakery 'WELCOME' sign well-lit.",Salesman: 美味しいパンはいかがですか？
8.6,"Customers approaching bakery, including one in a white shirt and dark pants.",Salesman: 皆様、こんにちはとってもお得なタイムセールが行われております。
6.6,"Person near bakery in a light jacket and hat, another in a dark jacket and scarf.","Salesman: 皆様、こんにちは。ただいまソルビバベーカリーではお得なタイムセールを行っております。"
0.7,"Customers walking in mall carrying bags, dressed casually. Modern mall design visible.",Salesman: まだまだ人気のパンをたくさんお選びいただけますよ。
0.7,"In the image, there are three people walking in front of the bakery at the mall. They are wearing casual clothing, including a white shirt, a light-colored jacket, and a backpack. The individuals appear to be walking towards the bakery, possibly to purchase some food or drinks. The bakery has a welcoming sign with the word ""WELCOME"" on it, indicating that it is likely a popular spot for customers.",Salesman: 今日の夕飯や明日の朝ご飯にソルビバベーカリーの美味しいパンはいかがですか？ただいまお得なタイムセールを行っております。
6.9,"The image shows an indoor mall with a curved escalator and a tiled floor. In front of the bakery, there are a few customers. One person is standing near the entrance of the bakery, wearing a light-colored shirt. Another person is walking towards the bakery, dressed in a dark-colored shirt. The bakery itself has a sign that reads ""WELCOME"" in English. The overall atmosphere appears to be busy but not overly crowded.",no utterance is needed
1.4,"In the image, there are several customers in the mall. One person is walking towards the entrance of the bakery, while another person is standing near the entrance, possibly waiting to enter. There are also a few other individuals in the background, some of whom are walking and others who are standing. The customers are dressed in casual clothing, suitable for a mall setting.",Salesman: どんなパンが選べるか、実際にお店を覗いてみてくださいね。
4.9,"In the image, there are several customers at the mall. The customers are walking around the mall, some of them are carrying bags, and they appear to be dressed casually. The mall has a modern design with a combination of white and green elements. The customers are walking towards the entrance of the bakery, which is located on the left side of the image.",Salesman: ただいまお得なタイムセールを行っております。
1.4,"In the image, there are several customers in the mall. One person is walking towards the camera, wearing a patterned shirt and a mask. Another person is standing near the entrance of the bakery, wearing a blue shirt and a mask. There are also other customers in the background, some of whom are also wearing masks. The mall has a modern design with white columns and a tiled floor.",no utterance is needed
2.9,"In the image, there are several customers at the mall. They are walking through the entrance of the mall, which is an open area with a staircase leading up to a higher level. The customers are dressed in casual attire, with some wearing masks. The mall has a modern design with a combination of white and green elements in the ceiling and floor designs. The customers appear to be engaged in their shopping or walking, with some carrying bags and handbags. The overall atmosphere is lively and bustling, typical of a busy shopping mall.",Salesman: いらっしゃいませこんにちはただいまお得なタイムセールを行っております。
0.7,"In the image, there are several customers at the mall. One person is walking towards the bakery, wearing a white shirt and black pants. Another person is carrying a shopping bag and is dressed in a black dress. There are also other customers in the background, some walking and others standing. The mall has a modern design with white columns and tiled floors.",Salesman: ソルビバベーカリーの美味しいパンはいかがですか？
5.0,"In front of the bakery at the mall, there are several customers. One person is wearing a blue face mask and a white shirt, while another person is wearing a blue face mask and a brown shirt. Both individuals are walking towards the bakery.",Salesman: こんにちは。ただいまタイムセールを行っております。ぜひお気軽にお店お立ち寄りください。
1.9,"In the image, there are several customers at the mall. One person is wearing a brown coat and a hat, while another person is wearing a white shirt and black pants. There are also a few other individuals in the background, some of whom are wearing masks. The mall has a modern design with a curved staircase and tiled flooring.",no utterance is needed
1.8,"In the image, there are several customers at the mall. One person is walking towards the camera, wearing a light-colored top and dark pants. Another is walking away. The mall has a modern design with white columns and tiled floors.","Salesman: ただいまお得なタイムセールを行っております。"
0.4,"In the image, there are several customers in the mall. One person is walking towards the entrance of the bakery, wearing a white shirt and black pants.",no utterance is needed
0.4,"In the image, there are several customers at the bakery. One person is walking towards the entrance. The bakery has a welcoming sign with 'WELCOME' written on it.","Salesman: 今日の夕飯やお夜食、明日の朝ご飯にソルビバベーカリーのパンはいかがですか？ただいまお得なタイムセールを行っております。"
9.1,"The image shows an indoor mall with a curved staircase. Several customers are in front of the bakery. One person is standing near the entrance.",no utterance is needed
9.1,"In the image, there are two customers in the mall. One is wearing a light purple dress and walking towards the bakery entrance.","Salesman: 皆さん、こんにちは。ただいまお得なタイムセールを行っております。"
1.0,"The image shows an indoor mall with a curved staircase. A few customers are in front of the bakery.",no utterance is needed
1.0,"The image shows an indoor mall with a curved staircase. A few customers are in front of the bakery. Some are wearing jackets.","Salesman: ソルビベーカリーの美味しいパンはいかがですか？"
1.3,"The image shows an indoor mall with a curved staircase. Several customers are visible in the background.",no utterance is needed
1.3,"In the image, there are several customers in the mall. The atmosphere is relaxed and casual.","Salesman: 皆さんのお好きなパンが売り切れてしまう前に、是非お得なタイムセールをご利用ください。"
3.1,"In the image, several customers in the mall are near the entrance of the bakery.",no utterance is needed
3.2,"In the image, there are several customers at the mall. One person is walking towards the bakery entrance, carrying a handbag.","Salesman: ただいまお得なタイムセールを行っております。ソルビバベーカリーの美味しいパンはいかがですか？"
1.0,"In the image, several customers at the mall are near the bakery entrance.",no utterance is needed
1.1,"In the image, there are several customers in the mall. One is walking towards the camera with a black dress and white bag.","Salesman: 今日の夕飯や明日の朝ご飯にソルビバベーカリーの美味しいパンはいかがですか？いらっしゃいませ。本日もご来店ありがとうございます。"
0.4,"In the image, several customers in the mall are walking towards the bakery entrance.",no utterance is needed
0.4,"In the image, several customers in the mall are near the bakery entrance.","Salesman: ただいまお得なタイムセールを行っております。"
0.7,"In the image, several customers at the mall are walking towards the bakery entrance.",no utterance is needed
0.7,"In the image, there are several customers in the mall, and the bakery entrance is well-lit.","Salesman: どんなパンが選べるか、ぜひお気軽にお店を覗いてみてくださいね。"
1.9,"In the image, there are several customers at the mall. One is wearing a white shirt and black cap, walking towards the bakery entrance.",no utterance is needed
2.0,"In the image, there are customers at the bakery. One is walking towards the entrance with a backpack.","Salesman: いらっしゃいませ只今お得なタイムセールを行っております。"
1.4,"The image shows an indoor mall with a tiled floor and a curved staircase. The bakery has a 'WELCOME' sign, with no customers in the immediate vicinity.",no utterance is needed
1.4,"In the image, several customers wearing casual clothing are in the mall, near the entrance of the bakery. Some are standing while others walk or stand in the middle of the bustling mall.","Salesman: おいしい当店の本日焼きたてのパンがまだ並んでいますよ。"
1.1,"Several customers in casual attire are walking through a modern design mall engaged in shopping activities. Some carry bags, moving toward the exit or entrance.",Salesman: どうぞお気軽にお立ち寄りください。
1.6,"Customers are seen at a modern design mall, with some wearing masks and a lively atmosphere. One person walks towards the bakery entrance, carrying a bag.",Salesman: いらっしゃいませ、ご来店ありがとうございます。ただいまお得なタイムセールを行っております。ぜひお気軽にお立ち寄りくださいませ。
6.0,"There are busy customers in the mall; one focused customer is wearing a hat walking towards the bakery entrance. The mall features a modern architecture with several escalators and stairs.",Salesman: 皆様、こんにちは。ただいまお得なタイムセールを行っております。
1.1,"In a modern design mall, several casual attire customers are visible, walking, or standing; the scene features a staircase and a tiled floor leading to an upper level.",no utterance is needed
1.0,"At the bakery in the mall, several customers in casual clothing, including T-shirts and jeans, are engaged in conversation or walking around the bakery.",Salesman: ありがとうございます。またのお越しお待ちしております。
0.5,"In the image, there are several customers at the mall. The main focus is on a woman and a child walking towards the entrance of a bakery. The woman is wearing a light-colored coat and has a backpack on her back. The child is wearing a light-colored outfit. There are other customers in the background, but they are not the main focus of the image. The mall has a modern design with a curved walkway and a staircase leading to an escalator. The lighting is bright, and the overall atmosphere appears to be busy and bustling.",Salesman: ソルビバベーカリーで美味しいパンはいかがですか？
0.4,"In the image, there are several customers at the mall. The main focus is on a person wearing a black dress and a mask. There are other customers in the background, some of whom are also wearing masks. The mall has a modern design with white pillars and a curved walkway. The sign in front of the bakery reads ""WELCOME.""",no utterance is needed
0.4,"In the image, there are several customers in the mall. One person is walking towards the entrance of the bakery, wearing a black outfit with a blue mask. Another person is standing near the entrance, wearing a light-colored outfit. There are also other customers in the background, some of whom are walking and others who are standing. The mall has a modern design with white columns and tiled floors.",Salesman: ただいまお得なタイムセールを行っております。
3.6,"In front of the bakery at the mall, there are several customers. One person is standing near the entrance, wearing a white shirt and a mask. Another person is walking towards the entrance, dressed in a black shirt and a mask. There are also other customers in the background, some of whom are wearing masks. The overall atmosphere appears to be busy and lively, with people going about their day.",no utterance is needed
0.2,"In the image, there are several customers at the bakery. They appear to be walking or standing in the area. The customers are wearing casual clothing, including shirts and pants. The bakery has a welcoming sign with the word ""WELCOME"" written on it, indicating that it is likely a popular spot for customers. The overall atmosphere seems to be relaxed and casual.",no utterance is needed
0.9,"In the image, there are several customers at the bakery at the mall. The customers are wearing casual clothing, including short pants and t-shirts. Some of them are carrying bags, and one person is holding a cup, possibly containing a beverage. The bakery has a welcoming sign with the word ""WELCOME"" written on it, indicating that it is a popular spot for customers. The overall atmosphere appears to be casual and relaxed.",no utterance is needed
0.5,"The image shows an indoor mall with a large, open space featuring a curved escalator. In the foreground, there is a sign with the word ""WELCOME"" written on it, indicating the entrance to a bakery. The bakery is located on the left side of the image, and there are no customers visible in the scene. The mall has a modern design with white columns and tiled flooring in shades of blue and gray. The ceiling is white with recessed lighting. The overall atmosphere appears to be clean and well-maintained.",no utterance is needed
0.4,"In the image, there are four people in the mall. The person on the left is wearing a dark-colored coat and a mask. The person in the middle is wearing a patterned shirt and a mask. The person on the right is wearing a white coat and a mask. The person in the background is wearing a light-colored coat and a mask. The mall has a welcoming sign in the foreground, and there is a staircase leading to another level in the background.",Salesman: 階段をぜひお気軽に降りて見てくださいね。どんなパンがまだ選べますかね？まだまだいっぱいありますよ。
1.2,"In the image, there is a person walking in the mall. The person is wearing a dark-colored jacket and a face mask. The mall has a welcoming sign with the word ""WELCOME"" on it. The interior of the mall features a staircase with a railing, and there are some advertisements and signs on the walls. The lighting is bright, and the overall atmosphere appears to be well-lit.",no utterance is needed
1.2,"In the image, there are several customers at the bakery. One person is standing near the entrance, wearing a black jacket and gray pants. Another person is walking towards the entrance, also dressed in a black jacket and gray pants. There are also a few other individuals in the background, but they are not the main focus of the image. The bakery has a welcoming sign with the word ""WELCOME"" on it.","Salesman: ただいまお得なタイムセールを行っております。"
2.2,"The image shows an indoor mall with a modern design. In front of the bakery, there are several customers. One person is sitting at a table, possibly enjoying a meal or a drink. Another person is standing near the entrance of the bakery, possibly waiting for their order or checking the menu. The customers are dressed in casual attire, suitable for a mall setting. The bakery itself has a welcoming sign with the word ""WELCOME"" on it, indicating that it is a place where people come to enjoy their time and possibly buy some food or drinks.",no utterance is needed
4.9,"In the image, there are several customers in the mall. One person is walking towards the entrance of the bakery, while another person is standing near the entrance. Both individuals are wearing casual clothing, including jeans and t-shirts. The bakery entrance has a welcoming sign with the word ""WELCOME"" written on it. The overall atmosphere appears to be casual and relaxed.","Salesman: 皆様、こんにちはとてもお買い得なタイムセールが行なわれていますよ。"
0.9,"In the image, there are two customers walking in front of the bakery at the mall. The person on the left is wearing a white shirt and brown pants, carrying a blue bag. The person on the right is wearing a white shirt and gray pants, also carrying a blue bag. Both are wearing masks, indicating that they are following safety measures during the pandemic.",no utterance is needed
1.9,"In the image, there are several customers at the mall. One person is walking towards the entrance of the bakery, carrying a shopping bag. Another person is standing near the entrance, also carrying a shopping bag. There are also two other people in the background, one of whom is wearing a pink dress. The mall has a modern design with a tiled floor and a staircase leading to an upper level. The lighting is bright, and the overall atmosphere appears to be busy and bustling.",no utterance is needed
9.1,"The image shows an indoor mall with a curved escalator leading upwards. In front of the bakery, there are several customers. One person is standing near the escalator, wearing a white shirt and jeans. Another person is walking towards the bakery, dressed in a white shirt and pants. There are also a few other individuals in the background, but they are not the main focus of the image. The bakery itself has a welcoming sign with the word ""WELCOME"" on it.",no utterance is needed
0.9,"Several customers at the mall, one near bakery entrance with white shirt, black pants.","Salesman: ただいまお得なタイムセールを行っていますよ。"
1.9,"Two people walking towards bakery entrance in casual clothing.","Salesman: こんにちはお得なタイムセール始まりましたよ。"
0.7,"Several customers in front of bakery, casual attire, lively atmosphere.","Salesman: 美味しいパンはいかがですか？"
2.5,"Person near bakery entrance with white t-shirt, other customers in background.",no utterance is needed
0.4,"One near bakery entrance, casual clothing, modern design.",no utterance is needed
0.3,"Several customers in casual clothing, busy mall atmosphere.","Salesman: ただいまお得なタイムセールが行なわれています。"
5.7,"People near bakery with welcoming sign, relaxed atmosphere.","Salesman: 皆様、こんにちは。"
0.7,"Main focus on woman, blue bag, white shirt, modern mall design.","Salesman: ただいまお得なタイムセールが行なわれています。ソルビバベーカリーの美味しいパンはいかがですか？"
1.2,"Customers dressed casually, some near bakery with 'WELCOME' sign.","Salesman: まだまだいろんなパンからお選びいただけますよ。どんなラインナップがある方は、ぜひお気軽にお店を覗いてみてくださいね。"
0.9,"One approaching bakery entrance, wearing white shirt, shorts.","Salesman: ただいまたちのセールが始まりましたよ。"
0.6,"In the image, several customers in various clothing, including white shirts and black pants, are seen near the bakery.",Salesman: どうぞお気軽にお立ち寄りくださいませ。
1.0,"One person wearing a white shirt and hat among several customers near the bakery.",Salesman: こんにちは。ただいまお得なタイムセールが行なわれていますよ。
1.2,"In front of the bakery, several customers, some with masks, are casually dressed.",Salesman: それはベーカリーの美味しいパンはいかがですか？
1.4,"A person with an umbrella in the foreground, suggests it might be raining or used as sunshade.",no utterance is needed
2.1,"Customers in casual clothing, some holding bags near the bakery.",Salesman: ご来店ありがとうございました。またのお越しをお待ちしております。
2.9,"At the bakery, a person with a mask stands near the entrance.",Salesman: ただいまお得なタイムセールを行っております。どうもありがとうございます。またのお越しお待ちしております。
0.6,"Several customers near the bakery, creating a busy and lively atmosphere.",Salesman: お得なタイムセールを行っております。ソルビバベーカリーの美味しいパンはいかがですか？
3.0,"Customers wearing white shirts and carrying bags, indicate a shopping environment.",no utterance is needed
5.3,"Customers appear to be browsing or shopping, emphasizing a lively mall atmosphere.",no utterance is needed
5.3,"In the image, there are several customers in the mall. One person is standing near the entrance of a bakery. There are also other customers in the background. The overall atmosphere appears busy and lively.",Salesman: ただいまその場ベーカリーではお得なタイムセールを行っております。
0.6,"The image shows an indoor mall with a tiled floor. In front of the bakery, there are a few customers and others in the background.",no utterance is needed
0.6,"In the image, several customers are at the mall, some carrying bags and engaged in conversation. The atmosphere appears busy.",Salesman: 美味しいパンをぜひ選んでいってくださいね。
4.3,"In the image, several customers are in the mall. They are wearing casual clothing. The atmosphere appears relaxed and casual.",no utterance is needed
4.3,"In the image, several customers are at the mall. Some are wearing hats, walking towards the bakery entrance. Other customers are in the background.",Salesman: ただいまソルビバベーカリータイムセールを行っております。
0.6,"Several customers are in the mall. One person is walking towards the bakery entrance.",no utterance is needed
0.6,"Several customers are in the mall, one walking towards the bakery entrance. The atmosphere is busy and lively.",Salesman: 美味しいパンをまだまだたくさんございますので、お好きなパンを選んで行ってくださいねこんにちは。
11.0,"The image shows an indoor mall with a curved staircase. In front of the bakery, a sign reads ""WELCOME."" The mall appears relatively empty.",no utterance is needed
11.1,"Several customers are at the mall, walking towards the bakery and stairs.",Salesman: 皆様、こんにちは。ただいまソルビバベーカリーではお得なタイムセールを行っております。
1.1,"Several customers are at the mall, wearing various clothing items. Some are walking or standing.",no utterance is needed
1.1,"Several customers are at the mall, some carrying handbags. The atmosphere appears busy.",Salesman: 美味しいパンをとってもお得にお買い物いただけます。ぜひタイムセールをご利用ください。
7.4,"Several customers in the mall appear to be walking or browsing. The atmosphere is lively and bustling.",no utterance is needed
7.4,"Several customers are in the mall. One is walking towards the bakery. The atmosphere is lively.",Salesman: みなさん、こんにちは。
0.3,"Several customers in the mall. One is walking towards the bakery entrance with a 'WELCOME' sign.",no utterance is needed
0.3,"Several customers in the mall, some walking away from the bakery.",Salesman: ただいまタイムセールを行っております。
0.5,"Several customers in the mall. The main focus is on a young girl in front of a bakery.",no utterance is needed
0.5,"Several customers in the mall, main focus on a young girl. She has a backpack.",Salesman: 美味しいパンをぜひ選んでくださいね。こんにちは。ただいまお得なタイムセールを行っております。
0.3,"Several customers in the mall, walking and carrying bags.",no utterance is needed
0.3,"Several customers in the mall, one walking towards the bakery.",Salesman: ソルビバベーカリーの美味しいパンはいかがでしょうか？
1.1,"Several customers at the mall, one walking towards the bakery entrance.",no utterance is needed
1.1,"In the image, there are two customers walking in the mall. The person on the left is wearing a light-colored shirt and shorts, while the person on the right is wearing a white shirt and dark pants.",Salesman: こんにちは。ただいまソルトベーカリーでお得なタイムセールを行っております。
0.9,"In the image, there are several customers in the mall. They appear to be walking around, possibly browsing the stores or looking for something to buy.",no utterance is needed
0.6,"In the image, there are several customers at the mall. There is a modern design with a tiled floor and a staircase in the background.",Salesman: 今日の夕飯やおやつ、明日の朝ご飯にソルビバベーカリーのパンはいかがですか？
0.5,"One person is walking towards the entrance of the bakery, wearing a brown coat and carrying a white bag. Another person is standing near the entrance, also wearing a brown coat.",Salesman: ただいまタイムセールを行っております。
4.6,"Several customers are at the mall, one is walking towards the bakery, another is standing near the entrance. Casual clothing including jeans and t-shirts are observed.",Salesman: 皆様、こんにちは。
7.7,"There are several customers in a busy mall, one moving towards the bakery, and the presence of modern design elements.",Salesman: 皆様、こんにちは。ただいまソルビベーカリーではとってもお得なタイムセールを行っております。
15.2,"The image shows an indoor mall with a curved escalator. The mall appears to be quiet and empty, no customers are visible.",no utterance is needed
0.2,"Several customers are at the mall, wearing a mixture of light-colored shirts and dark pants.",Salesman: ソルビバベーカリーのタイムセール。ぜひご利用くださいませ。
7.0,"A few customers are in front of a bakery, one in a light-colored shirt and jeans, another in a dark jacket and jeans.",no utterance is needed
7.0,"In the image, there are several customers in the mall. One person is standing near the entrance of the bakery, wearing a light-colored shirt and a mask. Another person is walking towards the bakery, dressed in a dark-colored shirt. There are also a few other individuals in the background, but they are not the main focus of the image. The bakery entrance is well-lit, and the customers appear to be engaged in their activities.","Salesman: 皆様、こんにちはとてもお買い得なタイムセールが始まりましたよ。"
0.9,"In the image, there are several customers at the mall. The customers are walking around the mall, some of them are carrying shopping bags. The atmosphere appears to be busy and lively, typical of a shopping mall.",no utterance is needed
7.0,"Image captures a bustling mall with customers. One approaches the bakery entrance, illuminated and lively.","Salesman: ソルビダベーカリーの美味しいパンはいかがですか？ただいまタイムセールを行っております。"
6.6,"Two individuals scan the bakery sign at the modern mall, implying a popular spot.","Salesman: タイムセールが始まりましたよ。"
2.1,"The mall shows people in diverse outfits heading to the bakery. The image emphasizes motion amidst a lively crowd.",no utterance is needed
2.0,"A light-jacketed person heads towards the bakery as others linger in the scene.","Salesman: ソルビダベーカリーの美味しいパンはいかがですか？"
1.6,"Few customers at the bakery; one wears a brown jacket and white hat. Others remain unnoticed.",no utterance is needed
1.5,"Cameras focus on casual clothes as people walk on diverse errands.","Salesman: 今日のお夜食や夕飯、明日の朝ご飯にソルビダベーカリーの美味しいパンはいかがですか？"
1.5,"Beyond the black jackets and masks, surrounding paths lack visible customers.",no utterance is needed
0.3,"In the image, there are several customers in the mall. One person is walking towards the bakery, while another person is standing near the entrance of the bakery. Both individuals are wearing masks. The bakery entrance has a sign that reads 'WELCOME' and a signboard with a colorful design. The mall has a modern design with white columns and a curved staircase. The lighting is bright, and the overall atmosphere appears to be calm and orderly.",no utterance is needed
0.3,"In the image, there are several customers in the mall. The customers are wearing various types of clothing, including: 1. A person in a red shirt and dark pants walking towards the bakery. 2. Another person in a white shirt and dark pants walking towards the bakery. 3. A person in a black shirt and dark pants walking towards the bakery. 4. A person in a white shirt and dark pants walking towards the bakery. 5. A person in a black shirt and dark pants walking towards the bakery. 6. A person in a white shirt and dark pants walking towards the bakery. 7. A person in a black shirt and dark pants walking towards the bakery. 8. A person in a white shirt and dark pants walking towards the bakery. 9. A person in a black shirt and dark pants walking towards the bakery. 10. A person in a white shirt and dark pants walking towards the bakery. 11. A person in a black shirt and dark pants walking towards the bakery. 12. A person in a white shirt and dark pants walking towards the bakery. 13. A person in a black shirt and dark pants walking towards the bakery. 14. A person in a white shirt and dark pants walking towards the bakery. 15. A",Salesman: お好きなパンが売り切れてしまう前にお得なタイムセールをぜひご利用くださいませ。
0.5,"The image shows an indoor mall with a tiled floor and a curved staircase leading to an upper level. In front of the bakery, there are a few customers walking by. One person is wearing a black jacket, and another is wearing a white shirt. The bakery sign is visible, and there is a signboard with some text on it. The overall atmosphere appears to be calm and typical of a shopping mall environment.",no utterance is needed
0.5,"In the image, there are a few people walking in the mall. One person is wearing a light-colored shirt and shorts, while another person is wearing a dark-colored shirt and pants. There are also a few other individuals in the background, but they are not the main focus of the image.",Salesman: おいしいソルベーカリーのパンはいかがですか？
0.6,"In the image, there are several customers in the mall. One person is walking towards the camera, wearing a light-colored shirt, dark pants, and a backpack. Another person is standing near the entrance of the bakery, wearing a light-colored shirt and a mask. There are also other customers in the background, some of whom are also wearing masks. The mall has a modern design with a combination of white and green elements in the architecture.",Salesman: まだまだいろんなパンの中からお選びいただけますよ。
0.8,"In the image, there are several customers at the bakery in the mall. The customers are wearing casual clothing, including jackets and pants. Some of them are carrying bags, and one person is holding a shopping bag. The bakery has a welcoming sign with the word 'WELCOME' on it, indicating that it is a popular spot for customers. The overall atmosphere appears to be busy and bustling, typical of a busy mall setting.",Salesman: どんなパンを選べるか、実際にお気軽にお店を覗いてみてくださいね。
3.9,"In the image, there are several customers in the mall. One person is walking towards the stairs, wearing a brown shirt and shorts. Another person is standing near the stairs, wearing a white shirt and shorts. There are also other customers in the background, some of whom are walking and others who are standing. The mall has a modern design with white columns and a tiled floor.",Salesman: ただいまお得なタイムセールを行っております。
0.8,"The image shows an indoor mall with a curved staircase leading to an upper level. The area in front of the bakery is well-lit with white ceiling lights and has a tiled floor with a pattern of blue, white, and gray tiles. There are several customers visible in the background, walking around and engaging in various activities. Some of the customers are wearing casual clothing, while others are dressed in more formal attire. The overall atmosphere appears to be lively and bustling, typical of a busy shopping mall.",Salesman: まだまだそんな感じだからお選びできますよ。
0.9,"In the image, there are several customers in the mall. One person is walking towards the camera, carrying a bag. There are also other people in the background, some of whom are carrying bags and walking. The customers appear to be casually dressed, with some wearing masks. The mall has a modern design with a combination of white and blue colors, and there are escalators and stairs visible in the background.",no utterance is needed
0.9,"In the image, there are several customers at the bakery. One person is standing near the entrance, holding a shopping bag. Another person is walking towards the entrance, and a third person is standing further back, possibly waiting for someone or just enjoying the view. The customers are dressed casually, with some wearing short sleeves and others in long sleeves. The bakery has a welcoming sign with the word ""WELCOME"" on it, indicating that it is a popular spot for customers.",Salesman: 好きなパンは売り切れてしまう前に遅くなっタイムセールをぜひご利用くださいませ。
2.1,"In the image, there are several customers in the mall. The customers are wearing casual clothing, including t-shirts, shorts, and sneakers. Some of them are walking, while others are standing or sitting. The atmosphere appears to be relaxed and casual, typical of a shopping mall environment.",Salesman: こんにちは。
1.3,"In the image, there are several customers at the mall. One person is walking towards the entrance of the bakery, wearing a light-colored shirt and a backpack. Another person is standing near the entrance, also wearing a light-colored shirt. There are also other customers in the background, some of whom are walking and others who are standing. The mall has a modern design with a combination of white and blue colors, and there are escalators and stairs visible in the background.",Salesman: とってもお得なタイムセールを行っております。
1.2,"In the image, there are several customers at the mall. The customers are walking around, some of them are carrying bags, and they appear to be in a relaxed and casual atmosphere. The customers are wearing various types of clothing, including shirts, pants, and jackets. The mall has a modern design with a combination of white and green elements, and there are several escalators and stairs visible in the background.",no utterance is needed
1.2,"In the image, there are several customers at the mall. The customers are walking around, some of them are carrying bags, and they appear to be engaged in conversation. The customers are dressed in casual attire, suitable for a mall setting. The atmosphere seems lively, with people moving around and enjoying their time in the mall.",Salesman: パンのをかいわすれはございませんか？
0.5,"In the image, there are several customers at the mall. One person is walking towards the entrance of the bakery, while another person is standing near the entrance. The bakery has a sign that reads ""WELCOME"" in front of it. The customers are wearing casual clothing, including dresses and skirts. The mall has a modern design with a combination of white and green elements in the ceiling and floor tiles. The overall atmosphere appears to be lively and bustling.",no utterance is needed
0.9,"In the image, there are two young girls standing in front of a bakery at the mall. The girl on the left is wearing a white t-shirt and has a blue bag over her shoulder. She is waving at someone off-camera. The girl on the right is wearing a pink t-shirt and has her hair tied up in a ponytail. She is also holding a white bag. The bakery has a sign that reads ""WELCOME"" and there are other customers in the background. The mall has a modern design with white columns and a tiled floor.",no utterance is needed
0.9,"In the image, there are two young girls standing in front of a bakery at a mall. The girl on the left is wearing a white t-shirt and a black cap, and she has a blue bag over her shoulder. The girl on the right is wearing a pink t-shirt and beige shorts. Both of them are smiling and appear to be enjoying their time at the mall.",Salesman: あお帰り。
1.1,"In the image, there are two young girls standing in front of a bakery at the mall. The girl on the left is wearing a white t-shirt and a black cap, and she is holding a blue bag. The girl on the right is wearing a light-colored t-shirt and shorts, and she is holding a white bag. Both girls are smiling and appear to be enjoying their time at the mall.",no utterance is needed
1.5,"In the image, there are two young girls walking through a mall. They are wearing casual clothing suitable for a shopping environment. The girl on the left is wearing a light-colored t-shirt and a baseball cap, while the girl on the right is wearing a light-colored t-shirt and shorts. Both of them are carrying bags, and the girl on the left has a purple bag with a blue strap. The mall has a welcoming sign in the foreground, and there are other customers in the background.",Salesman: 覚えてる？ありがとう。
1.4,"In the image, there are two young girls standing in front of a bakery at the mall. They are wearing casual clothing suitable for a shopping mall environment. The girl on the left is wearing a light-colored shirt and a black cap, while the girl on the right is wearing a light-colored shirt and shorts. Both of them are carrying bags, and the girl on the left has a purple bag with a strap over her shoulder. The background shows a tiled floor and a few other customers walking in the mall.","Salesman: 髪を結んでいるお姉ちゃんがあやなちゃんかな？"
0.5,"In the image, there are two young girls walking through a mall. They are carrying bags and appear to be smiling. The girl on the left is wearing a white t-shirt and shorts, while the girl on the right is wearing a white t-shirt and shorts as well. Both are carrying bags, and the girl on the left has a blue and white bag. In the background, there are other customers walking around the mall, and a bakery sign is visible in the foreground.",no utterance is needed
0.6,"In the image, there are several customers at the mall. The customers are walking around the mall, and some of them are wearing casual clothing. The atmosphere appears to be lively, with people going about their day.",no utterance is needed
0.8,"The image shows an indoor mall with a tiled floor and a staircase leading upwards. In front of the bakery, there is a sign with the word ""WELCOME"" written on it. The sign is black with white lettering. There are no visible customers in the image. The bakery appears to be closed or not in use at the moment. The overall atmosphere is calm and quiet, with no people present.",no utterance is needed
1.1,"In the image, there are several customers at the mall. They are wearing casual clothing, including dresses, skirts, and tops. Some of them are carrying bags, and there are also a few individuals wearing masks. The atmosphere appears to be relaxed and casual, typical of a shopping mall environment.",no utterance is needed
2.6,"In the image, there are two individuals standing in front of a bakery at the mall. Both individuals are wearing light-colored clothing, with one wearing a light blue top and the other a light pink top. They both have blue hair and are carrying bags. The bakery has a welcoming sign with the word ""WELCOME"" written on it. The mall has a modern design with a curved staircase and tiled flooring. There are also some people walking in the background, and the overall atmosphere appears to be lively and bustling.",no utterance is needed
3.6,"The image shows an indoor mall with a curved escalator leading upwards. In front of the bakery, there are several customers. One person is standing near the escalator, while another is walking towards the bakery. The customers are dressed casually, with some wearing short sleeves and others in shorts. The mall has a modern design with white columns and tiled flooring.",Salesman: ただいまお得なタイムセールを行っております。美味しいパンはいかがですか？
